Country,Year ending,Activities,Value
Australia,YESep 2004,A beach,164629
Australia,YESep 2015,A beach,486267
China,YESep 2008,A bar or nightclub,1589
China,YESep 2009,A bar or nightclub,1115
China,YESep 2010,A bar or nightclub,3294
Germany,YESep 2007,A bar or nightclub,9190
Germany,YESep 2008,A bar or nightclub,8749
Germany,YESep 2009,A bar or nightclub,8030
Germany,YESep 2010,A bar or nightclub,14730
Japan,YESep 2008,A bar or nightclub,2646
Japan,YESep 2009,A bar or nightclub,2107
Japan,YESep 2010,A bar or nightclub,2684
"Korea, Republic of",YESep 2008,A bar or nightclub,2083
"Korea, Republic of",YESep 2009,A bar or nightclub,1283
"Korea, Republic of",YESep 2010,A bar or nightclub,280
Australia,YEDec 1997,A beach,17478
Australia,YEDec 1998,A beach,83000
Australia,YEDec 1999,A beach,74041
Australia,YEDec 2000,A beach,66840
Australia,YEDec 2001,A beach,79552
Australia,YEDec 2002,A beach,73129
Australia,YEDec 2003,A beach,125572
Australia,YEDec 2004,A beach,168298
Australia,YEDec 2005,A beach,199074
Australia,YEDec 2006,A beach,178312
Australia,YEDec 2007,A beach,203255
Australia,YEDec 2008,A beach,250322
Australia,YEDec 2009,A beach,226356
Australia,YEDec 2010,A beach,280355
Australia,YEDec 2011,A beach,292514
Australia,YEDec 2012,A beach,264388
Australia,YEDec 2013,A beach,405078
Australia,YEDec 2014,A beach,459521
Australia,YEDec 2015,A beach,514039
Australia,YEJun 1998,A beach,71456
Australia,YEJun 2000,A beach,72592
Australia,YEJun 2001,A beach,73620
Australia,YEJun 2002,A beach,70330
Australia,YEJun 2008,A beach,242372
Australia,YEJun 2009,A beach,226196
Australia,YEJun 2010,A beach,262152
Australia,YEJun 2011,A beach,278420
Australia,YEJun 2012,A beach,290181
Australia,YEJun 2013,A beach,286884
Australia,YEJun 2014,A beach,486309
Australia,YEJun 2015,A beach,475903
Australia,YEMar 1998,A beach,52978
Australia,YEMar 1999,A beach,75346
Australia,YEMar 2000,A beach,77841
Australia,YEMar 2001,A beach,71873
Australia,YEMar 2002,A beach,68452
Australia,YEMar 2003,A beach,100392
Australia,YEMar 2004,A beach,147076
Australia,YEMar 2005,A beach,168193
Australia,YEMar 2006,A beach,196036
Australia,YEMar 2007,A beach,196165
Australia,YEMar 2008,A beach,235491
Australia,YEMar 2009,A beach,221593
Australia,YEMar 2010,A beach,252858
Australia,YEMar 2011,A beach,287622
Australia,YEMar 2012,A beach,287311
Australia,YEMar 2013,A beach,287405
Australia,YEMar 2014,A beach,442303
Australia,YEMar 2015,A beach,481212
Australia,YEMar 2016,A beach,526262
Australia,YESep 2000,A beach,70034
Australia,YESep 2001,A beach,78040
Australia,YESep 2005,A beach,180473
Australia,YESep 2006,A beach,187087
Australia,YESep 2007,A beach,197637
Australia,YESep 2008,A beach,243839
Australia,YESep 2009,A beach,228654
Australia,YESep 2010,A beach,268489
Australia,YESep 2011,A beach,288689
Australia,YESep 2012,A beach,271320
Australia,YESep 2013,A beach,341979
Australia,YESep 2014,A beach,469642
Canada,YEDec 1997,A beach,2496
Canada,YEDec 1998,A beach,12089
Canada,YEDec 1999,A beach,9625
Canada,YEDec 2000,A beach,13168
Canada,YEDec 2001,A beach,11394
Canada,YEDec 2002,A beach,12784
Canada,YEDec 2003,A beach,16948
Canada,YEDec 2004,A beach,16672
Canada,YEDec 2005,A beach,19392
Canada,YEDec 2006,A beach,20449
Canada,YEDec 2007,A beach,28024
Canada,YEDec 2008,A beach,24424
Canada,YEDec 2009,A beach,19232
Canada,YEDec 2010,A beach,22043
Canada,YEDec 2011,A beach,23589
Canada,YEDec 2012,A beach,23090
Canada,YEDec 2013,A beach,29217
Canada,YEDec 2014,A beach,33449
Canada,YEDec 2015,A beach,25680
Canada,YEJun 1998,A beach,11505
Canada,YEJun 1999,A beach,10017
Canada,YEJun 2000,A beach,11449
Canada,YEJun 2001,A beach,13295
Canada,YEJun 2002,A beach,12541
Canada,YEJun 2003,A beach,14614
Canada,YEJun 2004,A beach,17487
Canada,YEJun 2005,A beach,18168
Canada,YEJun 2006,A beach,18948
Canada,YEJun 2007,A beach,25724
Canada,YEJun 2008,A beach,23193
Canada,YEJun 2009,A beach,24060
Canada,YEJun 2010,A beach,21270
Canada,YEJun 2011,A beach,23049
Canada,YEJun 2012,A beach,23573
Canada,YEJun 2013,A beach,23218
Canada,YEJun 2014,A beach,33886
Canada,YEJun 2015,A beach,25803
Canada,YEMar 1998,A beach,9528
Canada,YEMar 1999,A beach,10121
Canada,YEMar 2000,A beach,11506
Canada,YEMar 2001,A beach,12839
Canada,YEMar 2002,A beach,12192
Canada,YEMar 2003,A beach,13572
Canada,YEMar 2004,A beach,16969
Canada,YEMar 2005,A beach,19034
Canada,YEMar 2006,A beach,19650
Canada,YEMar 2007,A beach,23269
Canada,YEMar 2008,A beach,23429
Canada,YEMar 2009,A beach,25869
Canada,YEMar 2010,A beach,19943
Canada,YEMar 2011,A beach,22839
Canada,YEMar 2012,A beach,23764
Canada,YEMar 2013,A beach,23045
Canada,YEMar 2014,A beach,32187
Canada,YEMar 2015,A beach,24501
Canada,YEMar 2016,A beach,39823
Canada,YESep 1998,A beach,12702
Canada,YESep 1999,A beach,9989
Canada,YESep 2000,A beach,11789
Canada,YESep 2001,A beach,12499
Canada,YESep 2002,A beach,11828
Canada,YESep 2003,A beach,15668
Canada,YESep 2004,A beach,17846
Canada,YESep 2005,A beach,18916
Canada,YESep 2006,A beach,19689
Canada,YESep 2007,A beach,24594
Canada,YESep 2008,A beach,24354
Canada,YESep 2009,A beach,22835
Canada,YESep 2010,A beach,21644
Canada,YESep 2011,A beach,22752
Canada,YESep 2012,A beach,23968
Canada,YESep 2013,A beach,24643
Canada,YESep 2014,A beach,33893
Canada,YESep 2015,A beach,26342
China,YEDec 1997,A beach,845
China,YEDec 1998,A beach,4340
China,YEDec 1999,A beach,1518
China,YEDec 2000,A beach,2317
China,YEDec 2001,A beach,10232
China,YEDec 2002,A beach,9876
China,YEDec 2003,A beach,15673
China,YEDec 2004,A beach,33759
China,YEDec 2005,A beach,48450
China,YEDec 2006,A beach,53921
China,YEDec 2007,A beach,74277
China,YEDec 2008,A beach,43326
China,YEDec 2009,A beach,27589
China,YEDec 2010,A beach,37183
China,YEDec 2011,A beach,47957
China,YEDec 2012,A beach,66471
China,YEDec 2013,A beach,90891
China,YEDec 2014,A beach,143102
China,YEDec 2015,A beach,189288
China,YEJun 1998,A beach,3944
China,YEJun 1999,A beach,1822
China,YEJun 2000,A beach,2188
China,YEJun 2001,A beach,6290
China,YEJun 2002,A beach,11047
China,YEJun 2003,A beach,8508
China,YEJun 2004,A beach,29334
China,YEJun 2005,A beach,36924
China,YEJun 2006,A beach,51302
China,YEJun 2007,A beach,71124
China,YEJun 2008,A beach,55872
China,YEJun 2009,A beach,36697
China,YEJun 2010,A beach,32651
China,YEJun 2011,A beach,38019
China,YEJun 2012,A beach,63338
China,YEJun 2013,A beach,74947
China,YEJun 2014,A beach,119139
China,YEJun 2015,A beach,161598
China,YEMar 1998,A beach,2787
China,YEMar 1999,A beach,2712
China,YEMar 2000,A beach,2454
China,YEMar 2001,A beach,4392
China,YEMar 2002,A beach,10822
China,YEMar 2003,A beach,9794
China,YEMar 2004,A beach,22667
China,YEMar 2005,A beach,38161
China,YEMar 2006,A beach,45109
China,YEMar 2007,A beach,65454
China,YEMar 2008,A beach,66112
China,YEMar 2009,A beach,41259
China,YEMar 2010,A beach,29586
China,YEMar 2011,A beach,36545
China,YEMar 2012,A beach,54078
China,YEMar 2013,A beach,78101
China,YEMar 2014,A beach,98904
China,YEMar 2015,A beach,140073
China,YEMar 2016,A beach,257337
China,YESep 1998,A beach,4379
China,YESep 1999,A beach,1387
China,YESep 2000,A beach,2760
China,YESep 2001,A beach,8556
China,YESep 2002,A beach,9840
China,YESep 2003,A beach,10225
China,YESep 2004,A beach,32283
China,YESep 2005,A beach,40238
China,YESep 2006,A beach,53010
China,YESep 2007,A beach,71606
China,YESep 2008,A beach,51757
China,YESep 2009,A beach,32787
China,YESep 2010,A beach,35193
China,YESep 2011,A beach,40848
China,YESep 2012,A beach,63086
China,YESep 2013,A beach,81231
China,YESep 2014,A beach,130761
China,YESep 2015,A beach,167628
Germany,YEDec 1997,A beach,4698
Germany,YEDec 1998,A beach,15128
Germany,YEDec 1999,A beach,17482
Germany,YEDec 2000,A beach,21970
Germany,YEDec 2001,A beach,23877
Germany,YEDec 2002,A beach,23326
Germany,YEDec 2003,A beach,28745
Germany,YEDec 2004,A beach,30171
Germany,YEDec 2005,A beach,31416
Germany,YEDec 2006,A beach,29859
Germany,YEDec 2007,A beach,34548
Germany,YEDec 2008,A beach,41151
Germany,YEDec 2009,A beach,37303
Germany,YEDec 2010,A beach,43100
Germany,YEDec 2011,A beach,40550
Germany,YEDec 2012,A beach,46149
Germany,YEDec 2013,A beach,47461
Germany,YEDec 2014,A beach,62214
Germany,YEDec 2015,A beach,69410
Germany,YEJun 1998,A beach,15444
Germany,YEJun 1999,A beach,16714
Germany,YEJun 2000,A beach,20122
Germany,YEJun 2001,A beach,22688
Germany,YEJun 2002,A beach,21727
Germany,YEJun 2003,A beach,28797
Germany,YEJun 2004,A beach,31317
Germany,YEJun 2005,A beach,29392
Germany,YEJun 2006,A beach,28317
Germany,YEJun 2007,A beach,36689
Germany,YEJun 2008,A beach,38550
Germany,YEJun 2009,A beach,38228
Germany,YEJun 2010,A beach,39817
Germany,YEJun 2011,A beach,43475
Germany,YEJun 2012,A beach,44751
Germany,YEJun 2013,A beach,43352
Germany,YEJun 2014,A beach,61347
Germany,YEJun 2015,A beach,65769
Germany,YEMar 1998,A beach,12891
Germany,YEMar 1999,A beach,16807
Germany,YEMar 2000,A beach,18572
Germany,YEMar 2001,A beach,22309
Germany,YEMar 2002,A beach,22988
Germany,YEMar 2003,A beach,27221
Germany,YEMar 2004,A beach,29080
Germany,YEMar 2005,A beach,31886
Germany,YEMar 2006,A beach,30131
Germany,YEMar 2007,A beach,33080
Germany,YEMar 2008,A beach,37536
Germany,YEMar 2009,A beach,38681
Germany,YEMar 2010,A beach,38080
Germany,YEMar 2011,A beach,44017
Germany,YEMar 2012,A beach,43458
Germany,YEMar 2013,A beach,43594
Germany,YEMar 2014,A beach,56889
Germany,YEMar 2015,A beach,62559
Germany,YEMar 2016,A beach,78826
Germany,YESep 1998,A beach,15444
Germany,YESep 1999,A beach,17776
Germany,YESep 2000,A beach,20372
Germany,YESep 2001,A beach,22107
Germany,YESep 2002,A beach,22698
Germany,YESep 2003,A beach,28806
Germany,YESep 2004,A beach,32802
Germany,YESep 2005,A beach,29187
Germany,YESep 2006,A beach,27975
Germany,YESep 2007,A beach,37598
Germany,YESep 2008,A beach,38378
Germany,YESep 2009,A beach,37770
Germany,YESep 2010,A beach,40286
Germany,YESep 2011,A beach,44413
Germany,YESep 2012,A beach,43099
Germany,YESep 2013,A beach,45287
Germany,YESep 2014,A beach,62996
Germany,YESep 2015,A beach,65626
Japan,YEDec 1997,A beach,4901
Japan,YEDec 1998,A beach,13154
Japan,YEDec 1999,A beach,9480
Japan,YEDec 2000,A beach,8280
Japan,YEDec 2001,A beach,12449
Japan,YEDec 2002,A beach,11219
Japan,YEDec 2003,A beach,34846
Japan,YEDec 2004,A beach,15942
Japan,YEDec 2005,A beach,17342
Japan,YEDec 2006,A beach,22429
Japan,YEDec 2007,A beach,21937
Japan,YEDec 2008,A beach,20390
Japan,YEDec 2009,A beach,14124
Japan,YEDec 2010,A beach,11619
Japan,YEDec 2011,A beach,14159
Japan,YEDec 2012,A beach,14545
Japan,YEDec 2013,A beach,22614
Japan,YEDec 2014,A beach,40686
Japan,YEDec 2015,A beach,25318
Japan,YEJun 1998,A beach,15641
Japan,YEJun 1999,A beach,8598
Japan,YEJun 2000,A beach,8837
Japan,YEJun 2001,A beach,9474
Japan,YEJun 2002,A beach,15050
Japan,YEJun 2003,A beach,31574
Japan,YEJun 2004,A beach,12597
Japan,YEJun 2005,A beach,17317
Japan,YEJun 2006,A beach,20848
Japan,YEJun 2007,A beach,22358
Japan,YEJun 2008,A beach,23398
Japan,YEJun 2009,A beach,15457
Japan,YEJun 2010,A beach,11853
Japan,YEJun 2011,A beach,11424
Japan,YEJun 2012,A beach,15779
Japan,YEJun 2013,A beach,14563
Japan,YEJun 2014,A beach,36710
Japan,YEJun 2015,A beach,30404
Japan,YEMar 1998,A beach,12868
Japan,YEMar 1999,A beach,10463
Japan,YEMar 2000,A beach,7847
Japan,YEMar 2001,A beach,9226
Japan,YEMar 2002,A beach,14846
Japan,YEMar 2003,A beach,30502
Japan,YEMar 2004,A beach,13489
Japan,YEMar 2005,A beach,15838
Japan,YEMar 2006,A beach,20426
Japan,YEMar 2007,A beach,22112
Japan,YEMar 2008,A beach,23095
Japan,YEMar 2009,A beach,15861
Japan,YEMar 2010,A beach,15500
Japan,YEMar 2011,A beach,9681
Japan,YEMar 2012,A beach,16064
Japan,YEMar 2013,A beach,14834
Japan,YEMar 2014,A beach,32261
Japan,YEMar 2015,A beach,29493
Japan,YEMar 2016,A beach,30482
Japan,YESep 1998,A beach,16802
Japan,YESep 1999,A beach,8350
Japan,YESep 2000,A beach,9234
Japan,YESep 2001,A beach,10662
Japan,YESep 2002,A beach,13425
Japan,YESep 2003,A beach,33348
Japan,YESep 2004,A beach,12175
Japan,YESep 2005,A beach,17890
Japan,YESep 2006,A beach,22047
Japan,YESep 2007,A beach,22647
Japan,YESep 2008,A beach,24390
Japan,YESep 2009,A beach,12387
Japan,YESep 2010,A beach,11664
Japan,YESep 2011,A beach,14743
Japan,YESep 2012,A beach,13004
Japan,YESep 2013,A beach,19427
Japan,YESep 2014,A beach,39312
Japan,YESep 2015,A beach,28021
"Korea, Republic of",YEDec 1997,A beach,2484
"Korea, Republic of",YEDec 1998,A beach,3222
"Korea, Republic of",YEDec 1999,A beach,7901
"Korea, Republic of",YEDec 2000,A beach,3501
"Korea, Republic of",YEDec 2001,A beach,15426
"Korea, Republic of",YEDec 2002,A beach,21637
"Korea, Republic of",YEDec 2003,A beach,27726
"Korea, Republic of",YEDec 2004,A beach,21499
"Korea, Republic of",YEDec 2005,A beach,22055
"Korea, Republic of",YEDec 2006,A beach,27117
"Korea, Republic of",YEDec 2007,A beach,17761
"Korea, Republic of",YEDec 2008,A beach,24017
"Korea, Republic of",YEDec 2009,A beach,14565
"Korea, Republic of",YEDec 2010,A beach,18860
"Korea, Republic of",YEDec 2011,A beach,10304
"Korea, Republic of",YEDec 2012,A beach,27523
"Korea, Republic of",YEDec 2013,A beach,18321
"Korea, Republic of",YEDec 2014,A beach,28393
"Korea, Republic of",YEDec 2015,A beach,28740
"Korea, Republic of",YEJun 1998,A beach,4118
"Korea, Republic of",YEJun 1999,A beach,5581
"Korea, Republic of",YEJun 2000,A beach,6477
"Korea, Republic of",YEJun 2001,A beach,8978
"Korea, Republic of",YEJun 2002,A beach,20817
"Korea, Republic of",YEJun 2003,A beach,22481
"Korea, Republic of",YEJun 2004,A beach,25603
"Korea, Republic of",YEJun 2005,A beach,16422
"Korea, Republic of",YEJun 2006,A beach,25170
"Korea, Republic of",YEJun 2007,A beach,28850
"Korea, Republic of",YEJun 2008,A beach,20340
"Korea, Republic of",YEJun 2009,A beach,18156
"Korea, Republic of",YEJun 2010,A beach,19145
"Korea, Republic of",YEJun 2011,A beach,11298
"Korea, Republic of",YEJun 2012,A beach,20974
"Korea, Republic of",YEJun 2013,A beach,17021
"Korea, Republic of",YEJun 2014,A beach,27441
"Korea, Republic of",YEJun 2015,A beach,22420
"Korea, Republic of",YEMar 1998,A beach,3347
"Korea, Republic of",YEMar 1999,A beach,5552
"Korea, Republic of",YEMar 2000,A beach,6934
"Korea, Republic of",YEMar 2001,A beach,6596
"Korea, Republic of",YEMar 2002,A beach,20345
"Korea, Republic of",YEMar 2003,A beach,21398
"Korea, Republic of",YEMar 2004,A beach,25817
"Korea, Republic of",YEMar 2005,A beach,18279
"Korea, Republic of",YEMar 2006,A beach,23002
"Korea, Republic of",YEMar 2007,A beach,28738
"Korea, Republic of",YEMar 2008,A beach,19210
"Korea, Republic of",YEMar 2009,A beach,21117
"Korea, Republic of",YEMar 2010,A beach,16983
"Korea, Republic of",YEMar 2011,A beach,13275
"Korea, Republic of",YEMar 2012,A beach,19883
"Korea, Republic of",YEMar 2013,A beach,19055
"Korea, Republic of",YEMar 2014,A beach,24355
"Korea, Republic of",YEMar 2015,A beach,20765
"Korea, Republic of",YEMar 2016,A beach,45987
"Korea, Republic of",YESep 1998,A beach,4698
"Korea, Republic of",YESep 1999,A beach,6297
"Korea, Republic of",YESep 2000,A beach,5466
"Korea, Republic of",YESep 2001,A beach,12357
"Korea, Republic of",YESep 2002,A beach,21181
"Korea, Republic of",YESep 2003,A beach,24142
"Korea, Republic of",YESep 2004,A beach,24807
"Korea, Republic of",YESep 2005,A beach,19687
"Korea, Republic of",YESep 2006,A beach,22213
"Korea, Republic of",YESep 2007,A beach,26472
"Korea, Republic of",YESep 2008,A beach,23183
"Korea, Republic of",YESep 2009,A beach,15504
"Korea, Republic of",YESep 2010,A beach,20180
"Korea, Republic of",YESep 2011,A beach,9666
"Korea, Republic of",YESep 2012,A beach,22295
"Korea, Republic of",YESep 2013,A beach,17894
"Korea, Republic of",YESep 2014,A beach,28293
"Korea, Republic of",YESep 2015,A beach,21417
UK,YEDec 1997,A beach,9622
UK,YEDec 1998,A beach,64074
UK,YEDec 1999,A beach,63195
UK,YEDec 2000,A beach,67094
UK,YEDec 2001,A beach,76007
UK,YEDec 2002,A beach,79763
UK,YEDec 2003,A beach,118019
UK,YEDec 2004,A beach,117706
UK,YEDec 2005,A beach,134732
UK,YEDec 2006,A beach,143540
UK,YEDec 2007,A beach,173072
UK,YEDec 2008,A beach,152885
UK,YEDec 2009,A beach,130941
UK,YEDec 2010,A beach,137174
UK,YEDec 2011,A beach,139477
UK,YEDec 2012,A beach,104048
UK,YEDec 2013,A beach,127932
UK,YEDec 2014,A beach,149677
UK,YEDec 2015,A beach,156088
UK,YEJun 1998,A beach,59539
UK,YEJun 1999,A beach,58506
UK,YEJun 2000,A beach,66594
UK,YEJun 2001,A beach,75813
UK,YEJun 2002,A beach,77197
UK,YEJun 2003,A beach,100686
UK,YEJun 2004,A beach,126005
UK,YEJun 2005,A beach,120065
UK,YEJun 2006,A beach,149343
UK,YEJun 2007,A beach,163155
UK,YEJun 2008,A beach,158656
UK,YEJun 2009,A beach,139915
UK,YEJun 2010,A beach,134672
UK,YEJun 2011,A beach,131425
UK,YEJun 2012,A beach,126643
UK,YEJun 2013,A beach,113205
UK,YEJun 2014,A beach,142854
UK,YEJun 2015,A beach,154240
UK,YEMar 1998,A beach,47138
UK,YEMar 1999,A beach,60493
UK,YEMar 2000,A beach,62342
UK,YEMar 2001,A beach,75911
UK,YEMar 2002,A beach,77575
UK,YEMar 2003,A beach,90809
UK,YEMar 2004,A beach,125866
UK,YEMar 2005,A beach,117549
UK,YEMar 2006,A beach,147272
UK,YEMar 2007,A beach,157911
UK,YEMar 2011,A beach,135525
UK,YEMar 2013,A beach,113310
UK,YEMar 2014,A beach,140115
UK,YEMar 2015,A beach,150922
UK,YEMar 2016,A beach,165368
UK,YESep 1998,A beach,63210
UK,YESep 1999,A beach,61169
UK,YESep 2000,A beach,66175
UK,YESep 2001,A beach,75032
UK,YESep 2002,A beach,80581
UK,YESep 2003,A beach,106368
UK,YESep 2004,A beach,120460
UK,YESep 2005,A beach,129890
UK,YESep 2006,A beach,142895
UK,YESep 2007,A beach,168645
UK,YESep 2008,A beach,156907
UK,YESep 2009,A beach,134457
UK,YESep 2010,A beach,135722
UK,YESep 2011,A beach,129752
UK,YESep 2012,A beach,123999
UK,YESep 2013,A beach,118992
UK,YESep 2014,A beach,143534
UK,YESep 2015,A beach,155552
USA,YEDec 1997,A beach,7141
USA,YEDec 1998,A beach,30848
USA,YEDec 1999,A beach,32414
USA,YEDec 2000,A beach,36875
USA,YEDec 2001,A beach,33456
USA,YEDec 2002,A beach,38899
USA,YEDec 2003,A beach,45530
USA,YEDec 2004,A beach,59784
USA,YEDec 2005,A beach,62763
USA,YEDec 2006,A beach,73792
USA,YEDec 2007,A beach,87680
USA,YEDec 2008,A beach,78673
USA,YEDec 2009,A beach,57248
USA,YEDec 2010,A beach,67543
USA,YEDec 2011,A beach,70071
USA,YEDec 2012,A beach,63826
USA,YEDec 2013,A beach,96589
USA,YEDec 2014,A beach,127354
USA,YEDec 2015,A beach,118877
USA,YEJun 1998,A beach,29466
USA,YEJun 1999,A beach,28784
USA,YEJun 2000,A beach,36710
USA,YEJun 2001,A beach,35455
USA,YEJun 2002,A beach,35326
USA,YEJun 2003,A beach,42327
